Text	Label	Label ID
I was afraid of moving away from home and moving to Helsinki for á my studies.	fear	2
My son drank four pills of diazepam every two hours instead of á amidophen.	guilt	7
A man sexually aggressed a small girl in the bus but the girl did á not dare to speak out.	disgust	5
I was very happy when I got the message that I had been accepted á as a student in medicine.	joy	1
When I was walking at night, I saw fire suspended in the air and á it was split into several segments by something I could not see.  á I suspected that it was witch-craft.	fear	2
Our boarder burping after meals !	disgust	5
This person I know lied about how much income his parents made á and received money through grants which he did not need. Another á person is barely making it, did not lie, and did not receive á enough money.	disgust	5
When I decided to take a week s holiday without consulting the á family first.	guilt	7
When I read about Reagan's tactical decision concerning the á South African boycott.	anger	3
When my grandfathers died and I realized how much I would miss á them.	sadness	4
When another person's mother died.	sadness	4
My mother treated me unjustly as if I was a little child. I said á mean things. I was unable to defend myself adequately.	anger	3
When after 10 months of national service I was \downgraded\" and á	joy	1
When our religion teacher presented shocking sectarian thoughts á and doom's day as official teaching.	anger	3
When friends try to put me down or hurt me.	anger	3
I was on holidays, and I was going to meet a friend whom I had á not seen for six months.  Again I felt very happy.	joy	1
When I was an evening school teacher it was my job to make the á coffee but I was not able to get the coffee ready on time and I á thus arrived half an hour late to the class.  On top of this the á coffee was undrinkable.	shame	6
When I received the news that my beloved grandmother had died.  I á was at the boarding school and was only 13 years old.	sadness	4
That my brother and father are into alcohol, two men with á priviledge. Not using it positively.	shame	6
At a friend's birthday party with some of my closest friends.  It á was all very pleasant and one could say that I was happy to have á such good friends.	joy	1
Falling in love although she is my friend (angry with myself).	anger	3
One evening, while going to meet a friend of mine, I had to cross á a meadow by a dark road.  There were bushes on the other side of á the road.  The weather was damp and a bit foggy.  I heard steps á behind me and kept speeding up my steps all the time.	fear	2
Not speaking to my sister-in-law due to lack of interest in a á relationship on my side.	guilt	7
I am going steady with a boy, but I had sexual intercourse with á another one, and I felt guilty about it afterwards.	guilt	7
In ward 2A there was a patient suffering from Syphilitic á Paraplegia and had pressure sores. The wounds had offensive smell á that only a few people .... the place.	disgust	5
[ No response.]	shame	6
I feared that my dog's eye was infected too much. He had played á around in the weeds and a foxtail had gotten under his eyelid. I á took him to the vet and I feared that he may go blind because of á the foxtail.	fear	2
I was seriously injured in a road accident. The very first steps á I took with only one crutch to support me I felt so good. I enjoy á being alive.	joy	1
Two little children (5/6 years old) begging for money, and noone á gave them money.	sadness	4
Not being alowed on a school camp with the class I'd been in for á 11 years (I had stayed down due to illness)	anger	3
Jealous of my husband's old girlfriend.  We met her with her á husband and there was a lot of reminiscing.	anger	3
When my grandfather died.	sadness	4
When my beloved uncle was shot dead by relatives.	sadness	4
The saddest I've ever been was when my lover was killed, á hitch-hiking to work.	sadness	4
Finished a difficult midterm.	joy	1
Adultery with a friend's girlfriend.	guilt	7
[ Never experienced.]	guilt	7
When I was left alone at home one night by my brother.	fear	2
Before Christmas I got to know a girl but our relationshop could á not consolidate before the holiday. Therefore it was a big á surprise to get a carefully hand-made present from her. - Our á relationship grew closer.	joy	1
I made a remark to my sister concerning her attitude to men, the á way she talked and I compared her to an acquaintance of mine.  á Later, the same evening, my sister looked sad.  I felt guilty á about her sadness.	guilt	7
When my friend needed my help very much and I, at that moment, made á an end to our relationship.	guilt	7
[ Uncertainty about my own abilities in an exam.]	fear	2
When I learnt that a boy I liked had been with a girl for three á years.	sadness	4
For example, when I have promised something but I haven't á fulfilled it.	guilt	7
A few weeks back, as I was in a hurry to leave the house, I left á some of my things lying around.  This is something I never do. My á uncle,who lives with us, as we live in a joint family, remarked that á we were always doing things like  this.  This really got me mad.	anger	3
When my friend and I were discussing the good looks of a guy we á realized that he had been listening.	shame	6
Death of grandfather (unexpected).	sadness	4
[ Never.]	fear	2
When one of my friends started misbehaving.	disgust	5
As an evening class teacher I got positive feedback.  When the á atmosphere is good and a kind of relaxed understanding exists.	joy	1
When a boy I hated most in our classroom took my T Jersey from my á desk and put it on.	disgust	5
My boy-friend came home late one night without having told me á about it before.	anger	3
DO NOT REMEMBER.	fear	2
Four weeks ago I felt very much touched to find an asciatic á patient who had asked the very morning to be tapped of the fluid, á dying in the evening. I was really disgusted because this was the á Medical staff's negligence. Had the Clinical officers done á something that very morning he might have been alive today.	disgust	5
When I was in the toilet and someone came in.	shame	6
I just opened the bathroom without knocking not knowing that á someone was bathing inside, it happened to be my father.	shame	6
When my mother left for Kenya.	sadness	4
Friends calling me fat - pear shaped in front of a nice girl.	disgust	5
When the whole family gets together for a one week holiday.  á Everybody feels free and the trip is well planned.  It works out á well and we enjoy ourselves.	joy	1
The fridge we had at home had a lock.  One day when I wanted á something, I unscrewed the door but unfortunately I was caught in á the act.	guilt	7
After the term exams I happened to meet a person that I respect á and of whom I think very highly. It was nice that although we see á each other rarely he had not forgotten me.	joy	1
NO RESPONSE.	disgust	5
When I could not reason my friend, it angered me.	anger	3
My being admitted to UNZA.	joy	1
Whenever I am late, I feel ashamed of myself even though no one á tells me anything.	shame	6
I have a very big family. At my grandmother's funeral we all met á and everybody pretended mourning. In reality it was like a á fashion-show: everybody wanted to show himself.	anger	3
When I crashed my car and it had to be scrapped then.  It was my á fault and I feel depressed as I miss the car.	sadness	4
Not applicable.	disgust	5
Forgetting a close friend's birthday.	guilt	7
I found a baby opposum on the road and took it home and cared for á it for a week. It had to be force-fed and carried in a fur pouch á under my jersey. My father had the vet put it to sleep as he said á they carried diseases.	sadness	4
[ I have always been very scared and tense before an exam and á before the declaration of the results.]	fear	2
When my special friend said \I love you\" for the first time."	joy	1
When I met a very close friend of mine after one year of á separation.	joy	1
After waiting impatiently for the results of the form 5 á examinations for almost a year, at last I received a letter of á acceptance from the Senate of the university of Zambia telling á me that I had made it to the first year course at UNZA.	joy	1
I insulted the girl to whom I had proposed when she turned me á down.	shame	6
After I had given the wrong answer to my students they pointed á it out to me and I had to correct myself.	shame	6
I was amongst a group of people talking about how the Maori á people were stirrers and causing trouble in our country. I felt á shame to be a pakeha when other pakehas had such narrow á conservative views.	shame	6
When I got separated from my first love.	sadness	4
When I found our my mother didn't have cancer.	joy	1
When I learned that my parents were going abroad and leaving me á alone for a few years.	joy	1
My mother and her friends were speaking badly about my father á when they were separated, and my brothers and sisters and myself á were allowed to listen.	anger	3
The physical appearance of a meal.	disgust	5
A ex-boyfriend tried to prejudice me before my fiancT and his á family saying things about me that let his family worried. We had á to postpone our wedding and we were already using our wedding á rings. To be honest I didn't feel just anger, I felt hate.	anger	3
I was hitchhiking and was picked up by a stranger he drove into á the woods and wanted to make love with me, I refused and escaped á from the car. When walking in the wood and hearing the car I was á afraid.	fear	2
Thinking about friends overseas.	sadness	4
When I knew about my sister's in law finacial situation and what á she was facing.	sadness	4
I behaved in a nasty manner towards a friend, I said things which á I could have said in a more friendly way. After that I felt á guilty.	guilt	7
My father had been involved in a car accident two years ago.  I á was then very scared thinking that he would die as he lay á unconscious in hospital for two weeks.	fear	2
When I got separated from the man I loved so much.	sadness	4
I talked with a man who stammered and without controlling myself, á I started to talk imitating him.	shame	6
When a good friend of me told me one evening that she didn't want á to live anymore.	fear	2
When my mother was seriously ill and had to be admitted to the á hospital.	fear	2
When my parents-in-law scolded me, without any reason, in front of the á other members of my family for the first time.  They had called á me from my room where I had been studying for my exams.	disgust	5
For the girl who halped me go on living and made me happy - when á I don't see her even for two or three days.	sadness	4
I detest any kind of constraint and hate the attempts of elder á people to force me to a norm of behavior without having legal or á moral rights to do it. I felt this emotion when a neighbour of á mine made me kick out my guests because they had talked very á loudly and threatened that with \connections\" she will expel me á	disgust	5
I had promised to visit my girlfriend but for different reasons á could not make it.  I rang up later to tell her that I could not á come.	guilt	7
Afraid of a dead body.	fear	2
When I met my boyfriend and we discovered that we shared the same á ideals and goals in life, and that we could share all our á feelings and thoughts and felt that the world's not so bad when á you have someone really close to share your life with.	joy	1
At my Summer job a new caretaker had been employed who was my age á  but I preferred going out for lunch with the accounts personnel á rather than with him.	guilt	7
When I found that my coldness had hurt somebody's sincerity.	sadness	4
Saw a real party leader.	disgust	5
I had a driver licence but I didn't drive for a long time, than I á started to drive again, and had to get into hard transit and á highways.	fear	2
Two timing - going out with 2 guys at once (secretly).	guilt	7
My mother read a letter that a friend of mine had written to me á telling me how she had got drunk the last time.	anger	3
I often feel guilty, and it has to do with other people, e.g. if á I haven't visited my older relatives for a while.	guilt	7
When I found out my cousin had been killed. I was angry at the á world, and her murderer who was her ex-boyfriend. It was the worst á and most hateful day of my life.	anger	3
I was very happy when I found out that I had passed with flying á colours and that I had made it to the university.	joy	1
I felt disgust when I realized that I had eaten something fatty, á and vomited too much.	disgust	5
When one of my parents verbally, personally abused the other.	disgust	5
When my friend had a child out of wedlock.	shame	6
When I got to know the details if the famine in East Africa.	disgust	5
I felt shame when I discontinued my education for eight months.	shame	6
I felt anger against a colleague of mine during a rehearsal in á acting. He hadn't learnt the text of an opera act in the course of á several months and thus making difficulties for the rest of my á colleagues.	anger	3
My brother in law was dying of cancer. To see him wasting away á was very sad.	sadness	4
When my grandmother died - having to see my mother weep.	sadness	4
When I learnt that my offer to study at the university had been á withdrawn  and so I would not get hostel accomodation at UNZA, á even though I registered as a student later.	disgust	5
I had a cousin whom I loved so much. Unfortunately she passed á away suddenly and one time I had a dream in which I was talking á to her yet she is dead.	fear	2
It was when I discovered that the girl who I had proposed was a á friend's girlfriend.	guilt	7
When one teacher unjustly gave me zero in a test saying that I á was cribbing.	anger	3
Being made to look like a fool by a girl.	anger	3
When I was successful at my work I was full of joy.	joy	1
When I finished a test type of exam and did not dare to answer á any question, I doubted whether I would pass the exam  or not.	guilt	7
Guilt at often being unable to visit a close relative in hospital á after her death I felt very guilty and wished I had done more.	guilt	7
In 1960,  I was going to a school which was near my village and I á met a lion on the way, which disappeared suddenly.	fear	2
No very strong such emotion. Treatment of my sister by her á dancing instructor - he is a \user\", i.e., takes advantage of her á	disgust	5
A friend of mine could not make it back to Unza after having á failed the exams.	sadness	4
Sitting alone in a quiet room, concetrating on things happening á around you. Thoughts come into my mind which make me afraid.	fear	2
I felt fear when I fell down and broke my leg into pieces and I á could not feel it at all.	fear	2
When I had to lie about my age to be accepted as a member of a á group.	guilt	7
When my parents insisted that I take up a teaching career.	disgust	5
My mother in law slept in my bed.	anger	3
On the last day of my school life I was very sad, specially on á the farewell party day.  I felt sad to leave behind my beloved á teachers and friends.	sadness	4
One camping night, I listened to the ghost stories told by my á classmates.	fear	2
Finding out about the university does not have enough foreign á currency to buy the yournals in your reference list.	sadness	4
When my neighbours accused my brother of stealing their á rose-bush, I was very angry as he had not touched it at all.	anger	3
I saw a dog who was eating excrements.	disgust	5
I was caught stealing food at my aunt's place.  I had tried to á hide the food I had taken from the pantry while my aunt was in á the kitchen, however she went to the pantry and discovered the á stolen package.	shame	6
An ex-colleague asked me if I was interested in working in their á accounts bureau.  They needed \clever people\" and he had á	joy	1
The time I went to see one of my girlfriends at Area 18 I found á that she was not there but in the room she was sleeping, in the same á room there were some women visitors with children so the room was á smelling very badly with some faeces and urine in it so I didn't stay á any longer.	disgust	5
I lied to my best friend and I wouldn't reform what I had done.	shame	6
When my husband stays late at a meeting and I have to be alone.	anger	3
When I lied last week. I lied to someone to get info. for a á paper I was writing. I told her that the info. was for a á newspaper article. I was afraid if I told the truth she wouldn't á help me.	guilt	7
My mother died of cancer after a 4 year illness - I think the á most pregnant moment of sadness was the next morning, just as the á sun rose.	sadness	4
Almost always when I go to fetch the results of an exam.	fear	2
My best friend suddenly acting strange towards me.	sadness	4
I told my parents (or more realistically) would not do what they á wanted me to do anymore. I guess I sort of betrayed them after á all they had done for me.	guilt	7
After a terrible quarrel with my family, I withdrew in my room. I á felt guilty because I had caused this scene by my aggressive á behavior.	guilt	7
Having agreed to share the taxi expenses, three people in the á back of the car just ran off, leaving the person up front with á the entire bill.	anger	3
I feel ashamed when I am praised.	shame	6
I was on my way home by bus.  A man who had drunk a fair amount of á alcohol started talking, trying to hug and pat a woman sitting á next to him.  Fortunately it was not me.	disgust	5
When the neighbour of a friend of mine was stabbed to death by á thieves in Kabwe.  They stole his van.	sadness	4
Being slandered by friends.	anger	3
My little cat which I had raised all by myself, hanged itself when á playing in the garden.	sadness	4
[ No response.]	guilt	7
The time I was at secondary school during the holiday I appeared á to my father while heavily drunk and I talked nonsense like in á some sort of carefree.	guilt	7
When I failed the M.S.C exam.	shame	6
Because of a conflict with my parents there was a possibility to á interrupt my studies.	fear	2
At times I have been attracted to conducts which are socially á degraded due to their ill consequences, and then I feel guilty.	guilt	7
In cinema I saw a film which showed how a person was torn out his á guts when he was still alive.	disgust	5
When they threw my holder down on the floor, with all my notes for á an exam inside it and they got all mixed up.	anger	3
My best friend chosen for your English lectures.	joy	1
I was drinking coffee in a cafe and I found a piece of scrubber á in my cup.	disgust	5
When I was a child, my uncle came to see us. I spit at him and á ran out - I do not know the reason for that. My father came after á me and insisted on my apologizing.	shame	6
The first time that I \played with myself\" despite being a á	guilt	7
While tramping on a narrow path two of us were confronted by a á woman with two snarling dogs, demanding we get off the property - á via a flooded river !	fear	2
When a teacher tells a story which isn't true. It only reflects á his way of interpreting reality.	anger	3
Having gone to school without learning anything, as usual.	anger	3
Letting Jesus take control of my emotions i.e., ill feeling.	joy	1
When a very close friend with whom I have a very intimate and á bodily relationship (he had a girlfriend) started to avoid me and á didn't want to talk to me any more.	anger	3
I was of the opinion that 12.00 pm was too early to be back at á home after going out, so I stayed away longer, knowing that my á mother would be worried.	guilt	7
When my dad gives priority to my kid brother's band and his á other activities.  We both play in different bands and rehearse á in my parents garage.	sadness	4
A fellow player, quite unexpectedly, scores a goal, which means a á draw.	joy	1
When my daughter had problems with her friends and I could see á her predicament from the window.  She was given a the cold á shoulder.	sadness	4
When I was in F4 I played a basket-ball match against another á school's team.  One of their team members kicked a team-mate of á mine so I kicked him back and we had a fight with each other.	anger	3
When Wayne and Sue (close friends) were announced our guardians á at ther wedding.	joy	1
Article published in the college newspaper.	joy	1
Getting ill.	fear	2
In contact with a poor family of northeast it was offered to me a á crab to eat at my request. But the fact that this crab was á prepared antihygienically and his appearence was also á antihygienically it caused me disgust but I ate it anyway.	disgust	5
My father caught me having sexual intercourse with my closest á cousin.  There was nothing wrong with it but the female was too á old for me.	guilt	7
My brother and I were at home watching a TV program when I á started to tease  him and in this joke I hurt him without á knowing the seriousness of it I went on. He got angry and gave it á back to me. At this moment I felt anger at him but knowing that á it was my fault.	guilt	7
Once I was caught by thugs aged between 20-35, they asked me to á surrender all the property I had and I remember feeling very scared.	fear	2
When I realized that I was directing the feelings of discontent á with myself at my partner and this way was trying to put the blame á on him instead of sorting out my own feeliings.	shame	6
An argument that grew out of an ordinary conversation with a á person very close to me, when we should have been having a good á time together.	shame	6
I saw a neighbour, from the same appartment block as me, lying    á on the road.  He could have been injured or ill.  I kept 20 á metres away and did not go to help him.	guilt	7
One time I felt guilty when I told one of my previous boyfriends á we were through just because I never felt like having one at that á particular time.	guilt	7
[ When mix was coming from column for several days.]	disgust	5
My parents failed to visit me as they promised.	sadness	4
Ever since I have been a child, the sight of any kind of wound.	disgust	5
I feel shy to show all my worth when I work for the first time á with a conductor or a producer unfamiliar to me.	shame	6
I allowed my little brother to clean the bathroom in his own way. á My mother came and saw the floor overflowed with water, slapped á my brother in the face and told him to go to bed immediately.	guilt	7
Once late at night (around midnight) a person asked me to give á him a lift. He suddenly tried to attack me but I could escape. á After this he followed me for a little while.	fear	2
By fun I had a tussle with my sister. Suddenly I obviously hurt á her unintentionally - and she ran out of the room, crying.	guilt	7
I stole 5c from my mother's purse for a choo-choo bar - I was 6.	guilt	7
When a man spoke very sexistly in the company of some friends of á mine.	disgust	5
I was driving my parents' car into a carpark in front of a shop á we own, and scraped the corner of the front panel on the back á corner of my father's utility. I didn't tell anyone, I lied about á the bump (later I had to confess).	guilt	7
I was disgusted with the behaviour of one of my fellow students á during my Secondary School life. He was a habitual noise-maker á and caused great conflicts with the teachers.	disgust	5
One time at the hospital I passed near the intensive care room. á The offensive smell that came out disgusted me in such a way that á I didn't even dare to enter the room.	disgust	5
My younger brother and I had been fighting over the TV/Video. He á kept on turning it on and off every 2 seconds and was not á listening to my authority and was being cheeky. We fought and I á ended up in tears - he'd won.	anger	3
When a close friend failed to live up to the expectations I had á of him - thereby causing pain to his spouse. I believe that my á anger was probably a reaction of fear that I wouldn't be able to á live up to my own expectations.	anger	3
It was my mother's birthday. My father and I used to buy a á present together. However, now I had bought something together á with my girlfriend and I forgot to ask my father.	guilt	7
I wanted to take something from under my bed. While doing this I á felt a dead bird laying under my bed.	disgust	5
When my dog died.	sadness	4
Cueing for bath for a long time.	disgust	5
In some special circumstances l lied to my parents, then felt á guilty so I told them the truth and felt free.	guilt	7
When five of my friends at the secondary school found out the bad á things that I had been saying about them.	shame	6
Years ago I fell in love for the first time. as natural for every á school-girl I was day-dreaming. Later (after 3 years) we left á each other. No one was to blame but I felt deep sadness. Even now á I remember about it quite often.	sadness	4
Almost crashing my car, something which could have led to great á problems.	fear	2
When one of my closest friends died unexpectantly.	sadness	4
I was emotionally happy when I was in love with the girl I had á longed for.	joy	1
I live with my sister now and sometimes she angers me especially á when she thinks I don't keep the apt. clean enough.	anger	3
When I promised to visit my boyfriend and I didn't fulfil the á promise.	guilt	7
I once stole my father's money and denied having done it. Instead á father threatened my young brother and he was beaten. He was á innocent and I felt guilty.	guilt	7
Participating in a theft several years ago.	shame	6
I stole carrots and got caught.  I had to apologize to the owner.	guilt	7
I went home all alone from a restaurant. It was dark, I went very á fast. Behind me, there were some drunk men who shouted at me. By á chance, I met some friends who accompanied me.	fear	2
Before the certificate examination I was very poor in Biology á (the worst result in my class).  Ever since F.5 it had been á getting poorer and poorer.  I had tried my best and had spent á most of my time studying this subject.  Finally my results were á so bad that I thought that it was just not fair.	anger	3
When I \passed out\" a female friend of mine for no apparent á	guilt	7
My cousins were playing at home and one of them broke a decorative á object which was very precious to me.	anger	3
I felt very frightened when a robber broke into our house and á threatened to shoot my father if he did not part with some money. á  I was looking at the man with his hand on the trigger.	fear	2
I was travelling in the South of Brasil, near the end of the á year. I was well settled with 3 friends. At the evening of 31 M., á somebody, also with us, took from his purse pints of all colours, á and the 4 of us, and other friends, that were at the same beach, á painted each other and we went to the beach with champagne.	joy	1
I encouraged my brother to play football and he was hurt while á playing the game.	guilt	7
When I hurt my parents in one way or another.	guilt	7
When I came to know that my grandmother had died.  She was very á close to me.	sadness	4
I get angry with people who attain certain status without á deserving it, only with the support, authority and influence of á other people.	anger	3
Found money on the road and returned it to the owner through á police.	joy	1
China cannot give your lectures bigger place and sound system.	shame	6
Receiving a very personal letter from a lady that I like, which á revealed that she was more enthusiastic about me than I had á thought possible.	joy	1
Hurt someone's feelings unintentionally.	guilt	7
I was hunting, and was lost in the fog in the mountains.	fear	2
Before I moved away from home, I feared leaving.	fear	2
When there was a fight at home and my father threatened to throw á a chair on my brother.	fear	2
When my sister took something that belonged to me without my á permission.	anger	3
I work at a commercial house from 7 to 10 a.m. On a very cold day á in winter I was late - and let a fellow worker stand in the cold á for half an hour.	guilt	7
Before an exam in logics.	fear	2
Waking in morning (early morning) and having whole day to myself.	joy	1
In my opinion guilt is a feeling which goes together with shame. á Here then I refer to the situation of guilt.	shame	6
Disgust at a girl I know for continually feeling sorry for herself á and never acting positively to do something about her problems.	disgust	5
During a holiday in East-Germany I got aquainted with a boy who á lived there. We started writing, but I only wrote once. I felt á ashamed because I probably was one of his sparse contacts with á western Europe.	guilt	7
I was making very strong statements about infidelity in couples. á Then I discovered that one of my best friends, who had just been through á a very sad case of mutual infidelity, was listening.	shame	6
In the holiday cottage of our association, two of my pals came to á wake me up early one morning by bringing a radio played at the á highest volume into my room - it was the morning service at its á loudest.	anger	3
The birth of my child.	joy	1
When my grandmother was about 80 years old, she lived with us for á several years. I saw her illness. I did not even want to breath á the air that smelled of her presence.	disgust	5
I broke an egg, with which there was something wrong, into a á little cup. There was a thick white \wad\" in it. I tried to take á	disgust	5
The day I got a telegram telling me that I had been selected for á a B.A at UNZA.  I felt happy because I had not expected to be á selected.	joy	1
Saw a mate bribing the leader.	disgust	5
I had a very good friend in secondary school.  The year after our á graduation I prepared to celebrate her birthday and I called off á all my appointments.  I got together the other friends and we á were ready to give the entire day to her.  However this friend á disappeared on her birthday.  When I phoned another friend I á didcovered thay she was busy, I did not call her anymore.	anger	3
At the pre-university, I was appreciated as an examplary á student by our pricipal.  This is something which made me feel á very happy.	joy	1
When I got my B.A degree with first class.	joy	1
Last year I was asked to look after my niece while her mother was á cooking.  Unfortunately the kid fell off the bed, I was confident á that she would not fall and had not been paying much attention.	guilt	7
Again, a quarrel had come up in our difficult relationship.  My á life-partner threw all the books off the shelf.  I am sure that it á disturbed our neighbours since this happened late in the night.	shame	6
When my mother was tremendous on the phone and we talked for á hours. She was in a good mood.	joy	1
I was angry at my brother over an argument we had together.  We á do have a few fights from time to time, and also at times I take á out my anger on him.	anger	3
When I caused needless anxiety to a person close to me because of á my lack of self-insight.	guilt	7
The same as in SHAME.	disgust	5
When I failed one of my courses at school - the university of á Zambia.	sadness	4
I felt guilty when once I made my mother angry.	guilt	7
I was working in a job in which I could not work quickly enough, á and was told that my work was not up to standard.	shame	6
Being involved in a car accident and having my thumb caught in á the glove compartment. My sister and I had a Fear of finally á telling my parents, since my sister was the driver.	fear	2
The mother of a friend of mine passed by me and saw me sitting á on a boy's lap.  I tried to greet her but could not help á blushing.	shame	6
Not getting an airplane ticket fot my mother.	guilt	7
When I met another person I began to go out with him, and my á boyfriend (with marriage accorded) met us together he did a great á scandal, he broke the engagement and I began to go out with the á other, and it didn't work because my mind was all mixed up.	guilt	7
I was once raped (one year ago) by a man who was a lot older than á me and whom I just met. Maybe it wasn't rape but the man wanted á more than I wanted to give him since there were other people in á vicinity.	disgust	5
When I am not able to fulfill any request of my son - can't take á him out to ride his byke, because I am tired.	guilt	7
I was driving along and saw this young guy urinating into the á gutter, in broad daylight.	disgust	5
At a choral concert I appeared as a solist. The concert5 was very á good, I forgot all the hard work that had been done before. There á remained only an undescribable joy and a feeling of warmth, á security etc.	joy	1
It happens to me quite often. I can't describe a particular case.	guilt	7
My mother was ill and asked me to prpare our lunch. I went to do it, á and while I was working, she stayed behind me telling what I á had, or not to do. I asked her to stop meddling, and to go to á bed. When I went to ask for help to my sister, my mother said that á I was proud, that I asked for help only when I wanted and that I á wasn't able to cook by myself.	anger	3
My Uncle was beaten by his troublesome son. He fell unconscious á and gained consciousness after some time. That time I was at á school; this news reached me through someone.	sadness	4
When I was selected to start Form I at Chilumba Secondary School á out of the 100 pupils I was among the 4 who were successful. á Family History showed that I had done better than all my brothers á who had passed after repeating for several times.	joy	1
My father had an operation which lasted for hours.  We were all á very worried but it was successful.	joy	1
Parents finding out I smoked.	shame	6
When I failed my first biochemistry test.	disgust	5
When I try to lie.	shame	6
Alone I am coming back home in the night after the serial á \explanation\"."	sadness	4
It was when my father beat my mother while she was ill for three á weeks and now she was recovering.	disgust	5
Discussing psychology with my friends before the lecture.	joy	1
Staying alone in the dark.	fear	2
When I was face to face with my deceived friend after sleeping á with his wife.	guilt	7
An unjust refree decision at a sports event when I was the team á leader.	anger	3
The feeling of joy when again I had confessed my sin and á experienced God's forgiving grace and cleansing power - total á enlightenment and freedome - bliss.	joy	1
When my mother died.	sadness	4
I had to unscrew something on my car. I didn't succeed after two á afternoons of trying. A feeling of anger built up itself.	anger	3
My brother came to see me and found me with a boy friend.  When á my boyfriend greeted him, he did not answer and instead started á shouting at me and scolding me in the prescence of my boyfriend.	shame	6
I stayed alone in the dark at night in the mountain, waiting for á my uncle.  I remember that I took a big stone and it calmed me.	fear	2
I \picked up\" a girl and I thought that I had misused my á	guilt	7
When I was in my village one of my enemies had written a á non-sense letter to a girl and he told the father of this girl á that I was the culprit.  When I got to know this I was scared as  á the girl's father was a worse man.	fear	2
The fact that I was pregnant. I was always considered level á headed and did not have sex until 18 and out of high school.	shame	6
Yesterday in the elevator a man started smoking, this is á something I just can not tolerate.	disgust	5
When a girl that I liked didn't accept my curting.	disgust	5
My friend was so intoxicated that the police came and took him á away, and they later contacted his parents.	shame	6
If a close relative's life is in danger.	fear	2
Someone frightened me in the dark.	fear	2
I worked with several classmates on a project.  I was very á anxious about the project while my partners showed no concern  á and when we had meetings on the project my classmates  did not á pay any attention.  Some of them read books while the others á argued on irrelevant questions.  The meeting would go on for two á hours without the main theme being discussed.  We wasted time and á could not reach a compromise.  My classmates avoided doing the á work and the responsibilities, they seemed to value other á projects more than this one.	anger	3
Car accident. I let a 16-year old, incompetent parson take the á wheel and I feel very guilty about what happened even though I á suffered the worst injuries.	guilt	7
I suffered from a gynaecological illness. I was quite displeased á to hear that my roommates had talked about it and they had á misrepresented the truth. I felt deeply hurt when I learned that á it was done by a \good\" acquaintance of mine."	anger	3
I found a human \treasure\" that I desired and got immediately. I á	joy	1
Some noisy guests arrived at the hotel.  I had been slightly á irritated earlier.  At night when I was trying to sleep they were á having a party so I went and yelled at them.  I wanted to sleep á as I had to get up early the next day.	anger	3
This condition accumulated in my mind when funeral news was á brought to my awareness, that a close relative had passed away.	sadness	4
After a party I spent the night with a friend. We both were á drunk, the morning was disillusioning. A friend was me leaving á the room and I felt shabby and immoral.	shame	6
I was sitting at a rock concert, listening to an extremely loud á band. A tiny baby in a crawler had been left by his young mother, á right out in the sun next to a speaker, and was screaming - á probably in pain.	disgust	5
When thieves broke into our neighbour's house and later we heard á gunshots.	fear	2
On one occasion whilst engaging in horseplay with my girlfriend, á I caused her to be physically harmed.	shame	6
One day I had sunned my favourite shirt and was putting it back á in the wardrobe when my younger brother snatched it from me and á wore it.  He had not had a bath and was very dirty.  I scolded him á but he answered back and locked himself up in a room.  I was very á angry so I starteed kicking on the door and abusing him loudly á and freely.	anger	3
Having a good trip on a boat with good friends.	joy	1
I felt anger of a friend when she met \a date\" and become nervous á	anger	3
Not giving up something for Lent.	guilt	7
When my son fell off the cot at the age of 5 months, I became á very nervous and thought that it would cause defects in his head.	fear	2
I was drunk one night and I insulted three ladies.  The following á morning they approached me and asked me the reason behind my á bahaviour, I apologized for my unruly behaviour.	guilt	7
Returning to school and rejoining my girlfriend after 3 months of á separation from summer.	joy	1
When a friend of mine was drawn into a fight because of the á stupid gang he belonged to. I felt angry with him and his á friends. They could not think about anything sensible, but would á fool around without taking into consideration the feelings of á other persons.á	anger	3
While dancing in a restaurant last week.	joy	1
When I failed an exam.	sadness	4
Nothing.	disgust	5
I learned that a class-mate had given a list, of peolpe who help á each other in exams, to the professor.	anger	3
Fear of punishment for having broken an item of value to my á parents.	fear	2
When my close friend was involved in an accident and passed away á instantly.  He had gone to buy a new car and had asked me to á wait at his home so that I could see his new car.	sadness	4
When I was making music together with my friend. It sounded very á good and we were very satisfied.	joy	1
Once when I was playing table tennis I was already sure that I á would win , but at last I lost the game.	anger	3
One day my elder brother badly scolded my father.  This was the á first time that I heard such abusive language from my brother.  I á requested him humbly not to use this kind of language but he did á not care for what I was saying.  Finally I picked up an axe to use á against him, in the meanwhile people intervened.	anger	3
When someone lies to me.	anger	3
That I didn't want my friend to leave on holiday for 10 days á because I thought I would miss him. I was constantly trying to á persuade him.	guilt	7
I am ashamed of the way my father behaves with my mother and á sister, and with me too.	shame	6
I took part in a football match. The referee was extremely á partial to the opposite team. This stirred up my discontent and á anger.	anger	3
When for the first and the last time I tried to crib and the á teacher was with her back to me but right when I was taking the á materials out she turned round and saw me.	shame	6
When my brother was held up and robbed.	anger	3
A friend breaking up with her boyfriend.	sadness	4
When I complained to my mother about how untidy the kitchen á loooked, she boxed my ears ( this had never happened before).	shame	6
Having my luggage checked at Customs.	fear	2
Facing the possibility of having a child when it wasn't either á desired or permitted.	guilt	7
When I had to walk over three kms through a field which had wild bulls, á because my car had broken down.	fear	2
